ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_000075.3:1098,NS_Hs_HostResponse_v1.0,CDK4,mRNA,0,,,TCR Signaling,hsa04110;hsa04115;hsa04151;hsa04530;hsa04660;hsa04933;hsa05161;hsa05162;hsa05166;hsa05200;hsa05203;hsa05212;hsa05214;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223,,CDK4,,,,,
NM_001014432.1:1275,NS_Hs_HostResponse_v1.0,AKT1,mRNA,0,,,TNF Signaling;TCR Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,AKT1,,,,,
NM_001145645.2:587,NS_Hs_HostResponse_v1.0,TNFSF13B,mRNA,0,,,NF-kappaB Signaling,hsa04060;hsa04064;hsa04672;hsa05323,,TNFSF13B,,,,,
NM_004958.3:1865,NS_Hs_HostResponse_v1.0,MTOR,mRNA,0,,,TH17 Differentiation;HIF1A Signaling;Autophagy,hsa04012;hsa04066;hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04630;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa05200;hsa05205;hsa05206;hsa05214;hsa05215;hsa05221;hsa05230;hsa05231,,MTOR,,,,,
NM_033360.2:267,NS_Hs_HostResponse_v1.0,KRAS,mRNA,0,,,TCR Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04211;hsa04213;hsa04360;hsa04370;hsa04530;hsa04540;hsa04550;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04933;hsa04960;hsa05034;hsa05160;hsa05161;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,KRAS,,,,,
NM_001039659.1:290,NS_Hs_HostResponse_v1.0,IL18BP,mRNA,0,,,Oxidative Stress Response;IL-1 Signaling,,,IL18BP,,,,,
NM_032206.4:860,NS_Hs_HostResponse_v1.0,NLRC5,mRNA,0,,,RNA Sensing,,,NLRC5,,,,,
NM_001243266.1:296,NS_Hs_HostResponse_v1.0,MS4A4A,mRNA,0,,,Myeloid Inflammation,,Macrophages,MS4A4A,,,,,
NM_000956.3:995,NS_Hs_HostResponse_v1.0,PTGER2,mRNA,0,,,Leukotriene and Prostaglandin Inflammation;Immune Exhaustion,hsa04024;hsa04080;hsa04750;hsa04924;hsa05200,,PTGER2,,,,,
NM_016602.2:843,NS_Hs_HostResponse_v1.0,CCR10,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062;hsa04672,,CCR10,,,,,
NM_006419.2:210,NS_Hs_HostResponse_v1.0,CXCL13,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062,,CXCL13,,,,,
NM_003161.2:106,NS_Hs_HostResponse_v1.0,RPS6KB1,mRNA,0,,,TGF-beta Signaling;Phagocytosis;HIF1A Signaling,hsa04012;hsa04066;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04350;hsa04666;hsa04910;hsa04931;hsa05205;hsa05221;hsa05231,,RPS6KB1,,,,,
NM_000857.2:1878,NS_Hs_HostResponse_v1.0,GUCY1B1,mRNA,0,,,Oxidative Stress Response;NO Signaling,hsa04022;hsa04270;hsa04540;hsa04611;hsa04713;hsa04730;hsa04921;hsa04924;hsa04970,,GUCY1B1,,,,,
NM_000600.3:364,NS_Hs_HostResponse_v1.0,IL6,mRNA,0,,,TNF Signaling;Tissue Stress;TH2 Differentiation;TH17 Differentiation;NLR Signaling;Myeloid Activation;Mononuclear Cell Migration;JAK-STAT Signaling;IL-6 Signaling;HIF1A Signaling;DNA Sensing,hsa04060;hsa04066;hsa04068;hsa04151;hsa04620;hsa04621;hsa04623;hsa04630;hsa04640;hsa04668;hsa04672;hsa04931;hsa04932;hsa04933;hsa05020;hsa05132;hsa05133;hsa05134;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05200;hsa05202;hsa05321;hsa05323;hsa05332;hsa05410,,IL6,,,,,
NM_000243.2:1162,NS_Hs_HostResponse_v1.0,MEFV,mRNA,0,,,NLR Signaling;Inflammasomes,hsa04621,,MEFV,,,,,
NM_002133.2:781,NS_Hs_HostResponse_v1.0,HMOX1,mRNA,0,,,Oxidative Stress Response;Other Interleukin Signaling;Myeloid Activation;HIF1A Signaling,hsa04066;hsa05206,,HMOX1,,,,,
NM_001083116.1:631,NS_Hs_HostResponse_v1.0,PRF1,mRNA,0,,,Cytotoxicity;Apoptosis,hsa04650;hsa04940;hsa05320;hsa05330;hsa05332;hsa05416,Cytotoxic cells,PRF1,,,,,
NM_170743.3:359,NS_Hs_HostResponse_v1.0,IFNLR1,mRNA,0,,,Type III Interferon Signaling;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IFNLR1,,,,,
NM_021175.2:190,NS_Hs_HostResponse_v1.0,HAMP,mRNA,0,,,TGF-beta Signaling,,,HAMP,,,,,
NM_003745.1:506,NS_Hs_HostResponse_v1.0,SOCS1,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;Other Interleukin Signaling;MHC Class I Antigen Presentation,hsa04120;hsa04380;hsa04630;hsa04910;hsa04917;hsa04930;hsa05145;hsa05206,,SOCS1,,,,,
NM_004356.3:735,NS_Hs_HostResponse_v1.0,CD81,mRNA,0,,,Virus-Host Interaction;Complement System;BCR Signaling,hsa04662;hsa05144;hsa05160,,CD81,,,,,
NM_006399.3:293,NS_Hs_HostResponse_v1.0,BATF,mRNA,0,,,Other Interleukin Signaling;Myeloid Activation;Immune Exhaustion,,,BATF,,,,,
NM_001621.4:1818,NS_Hs_HostResponse_v1.0,AHR,mRNA,0,,,TH17 Differentiation,,,AHR,,,,,
NM_006509.3:960,NS_Hs_HostResponse_v1.0,RELB,mRNA,0,,,NF-kappaB Signaling;Myeloid Activation;Glycan Sensing,hsa04010;hsa04064;hsa04380;hsa05166;hsa05169,,RELB,,,,,
NM_000051.3:393,NS_Hs_HostResponse_v1.0,ATM,mRNA,0,,,NF-kappaB Signaling;Myeloid Activation;Apoptosis,hsa04064;hsa04068;hsa04110;hsa04115;hsa04210;hsa05166;hsa05202;hsa05206,,ATM,,,,,
NM_001626.4:699,NS_Hs_HostResponse_v1.0,AKT2,mRNA,0,,,TNF Signaling;TCR Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,AKT2,,,,,
NM_004380.2:1301,NS_Hs_HostResponse_v1.0,CREBBP,mRNA,0,,,TGF-beta Signaling;RNA Sensing;HIF1A Signaling;Glycan Sensing;DNA Sensing,hsa04024;hsa04066;hsa04068;hsa04110;hsa04310;hsa04330;hsa04350;hsa04520;hsa04630;hsa04720;hsa04916;hsa04919;hsa04922;hsa05016;hsa05152;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05206;hsa05211;hsa05215,,CREBBP,,,,,
NM_017617.3:2999,NS_Hs_HostResponse_v1.0,NOTCH1,mRNA,0,,,TH2 Differentiation,hsa04330;hsa04919;hsa05020;hsa05206,,NOTCH1,,,,,
NM_021130.3:315,NS_Hs_HostResponse_v1.0,PPIA,mRNA,0,,,Virus-Host Interaction;Other Interleukin Signaling;Myeloid Activation;Coagulation;BCR Signaling,,,PPIA,,,,,
NM_003264.3:2402,NS_Hs_HostResponse_v1.0,TLR2,mRNA,0,,,Virus-Host Interaction;TLR Signaling;Myeloid Activation;MHC Class I Antigen Presentation;Host Defense Peptides,hsa04145;hsa04151;hsa04620;hsa05134;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05162;hsa05168;hsa05205;hsa05321;hsa05323,,TLR2,,,,,
NM_018981.2:1129,NS_Hs_HostResponse_v1.0,DNAJC10,mRNA,0,,,Proteotoxic Stress,hsa04141,,DNAJC10,,,,,
NM_002838.4:258,NS_Hs_HostResponse_v1.0,CD45RA,mRNA,0,,NM_080921.3:258;NM_080921.3:99,TCR Signaling;Myeloid Activation;Immune Memory,hsa04514;hsa04660;hsa04666;hsa05340,CD45,PTPRC,,,,,
NM_080921.3:258,NS_Hs_HostResponse_v1.0,CD45R0,mRNA,0,,NM_002838.4:258;NM_080921.3:99,TCR Signaling;Myeloid Activation;Immune Memory,hsa04514;hsa04660;hsa04666;hsa05340,CD45,PTPRC,,,,,
NM_000564.4:961,NS_Hs_HostResponse_v1.0,IL5RA,mRNA,0,,,JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa04640,,IL5RA,,,,,
NM_002112.3:1170,NS_Hs_HostResponse_v1.0,HDC,mRNA,0,,,Myeloid Inflammation,,Mast cells,HDC,,,,,
NM_001098725.1:370,NS_Hs_HostResponse_v1.0,TCL1A,mRNA,0,,,,hsa04151,B-cells,TCL1A,,,,,
NM_001127491.1:1205,NS_Hs_HostResponse_v1.0,ITGB2,mRNA,0,,,TLR Signaling;Other Interleukin Signaling;NK Activity;Myeloid Activation;Lymphocyte Trafficking;Complement System,hsa04015;hsa04145;hsa04390;hsa04514;hsa04610;hsa04650;hsa04670;hsa04810;hsa05133;hsa05134;hsa05140;hsa05144;hsa05146;hsa05150;hsa05152;hsa05166;hsa05323;hsa05416,,ITGB2,,,,,
NM_001256643.1:1140,NS_Hs_HostResponse_v1.0,LTA4H,mRNA,0,,,Myeloid Activation;Leukotriene and Prostaglandin Inflammation,hsa00590,,LTA4H,,,,,
NM_003239.2:1485,NS_Hs_HostResponse_v1.0,TGFB3,mRNA,0,,,TGF-beta Signaling;Coagulation,hsa04010;hsa04060;hsa04068;hsa04110;hsa04144;hsa04350;hsa04390;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05210;hsa05211;hsa05212;hsa05220;hsa05321;hsa05323;hsa05410;hsa05414,,TGFB3,,,,,
NM_032955.1:185,NS_Hs_HostResponse_v1.0,AIF1,mRNA,0,,,Oxidative Stress Response;Myeloid Activation;Mononuclear Cell Migration,,,AIF1,,,,,
NM_001130912.1:1180,NS_Hs_HostResponse_v1.0,SUGT1,mRNA,0,,,NLR Signaling;Inflammasomes,hsa04621,,SUGT1,,,,,
NM_001195054.1:450,NS_Hs_HostResponse_v1.0,DDIT3,mRNA,0,,,Proteotoxic Stress;MAPK Signaling;Apoptosis,hsa04010;hsa04141;hsa04932;hsa05202,,DDIT3,,,,,
NM_017970.3:3236,NS_Hs_HostResponse_v1.0,NRDE2,mRNA,1,Housekeeping,,,,,NRDE2,,,,,
ENST00000367367.1:131,NS_Hs_HostResponse_v1.0,CD45RB,mRNA,0,,,TCR Signaling;Myeloid Activation,,,,,,,,
NM_001017956.2:1230,NS_Hs_HostResponse_v1.0,OS9,mRNA,0,,,Proteotoxic Stress,hsa04141,,OS9,,,,,
NM_001145293.1:1872,NS_Hs_HostResponse_v1.0,NGLY1,mRNA,0,,,Proteotoxic Stress,hsa04141,,NGLY1,,,,,
NM_001815.3:527,NS_Hs_HostResponse_v1.0,CEACAM3,mRNA,0,,,Myeloid Activation,,Neutrophils,CEACAM3,,,,,
NM_170662.3:1286,NS_Hs_HostResponse_v1.0,CBLB,mRNA,0,,,TCR Signaling;MHC Class I Antigen Presentation,hsa04012;hsa04120;hsa04144;hsa04660;hsa04910;hsa05100;hsa05162;hsa05200;hsa05205;hsa05220,,CBLB,,,,,
NM_015368.3:610,NS_Hs_HostResponse_v1.0,PANX1,mRNA,0,,,NLR Signaling;Inflammasomes,,,PANX1,,,,,
NM_198578.3:2372,NS_Hs_HostResponse_v1.0,LRRK2,mRNA,0,,,Oxidative Stress Response;Myeloid Activation,,,LRRK2,,,,,
NM_003327.3:445,NS_Hs_HostResponse_v1.0,TNFRSF4,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling,hsa04060,,TNFRSF4,,,,,
NM_001024736.1:1162,NS_Hs_HostResponse_v1.0,CD276,mRNA,0,,,T-cell Costimulation,hsa04514,,CD276,,,,,
NM_006462.4:736,NS_Hs_HostResponse_v1.0,RBCK1,mRNA,0,,,TNF Signaling;NLR Signaling;MHC Class I Antigen Presentation,,,RBCK1,,,,,
NM_000710.3:442,NS_Hs_HostResponse_v1.0,BDKRB1,mRNA,0,,,Complement System;Angiotensin System,hsa04020;hsa04080;hsa04610;hsa04750;hsa04810;hsa05200,,BDKRB1,,,,,
NM_001105530.1:428,NS_Hs_HostResponse_v1.0,CAP1,mRNA,0,,,Myeloid Activation;Coagulation,,,CAP1,,,,,
NM_001127227.1:264,NS_Hs_HostResponse_v1.0,CD59,mRNA,0,,,Myeloid Activation;Complement System,hsa04610;hsa04640,,CD59,,,,,
NM_001130910.1:266,NS_Hs_HostResponse_v1.0,CCRL2,mRNA,0,,,Chemokine Signaling,,,CCRL2,,,,,
NM_001135044.1:268,NS_Hs_HostResponse_v1.0,MAPK9,mRNA,0,,,TNF Signaling;TLR Signaling;TCR Signaling;RNA Sensing;NLR Signaling;MAPK Signaling,hsa04010;hsa04012;hsa04014;hsa04024;hsa04068;hsa04071;hsa04141;hsa04310;hsa04380;hsa04510;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04722;hsa04723;hsa04728;hsa04750;hsa04910;hsa04912;hsa04914;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05168;hsa05169;hsa05200;hsa05210;hsa05212;hsa05231,,MAPK9,,,,,
NM_001142497.1:672,NS_Hs_HostResponse_v1.0,MLKL,mRNA,0,,,TNF Signaling,hsa04668,,MLKL,,,,,
NM_001160419.2:680,NS_Hs_HostResponse_v1.0,ZBP1,mRNA,0,,,DNA Sensing,hsa04623,,ZBP1,,,,,
NM_001174097.1:586,NS_Hs_HostResponse_v1.0,LDHB,mRNA,0,,,HIF1A Signaling,hsa04922,,LDHB,,,,,
NM_001185039.1:1094,NS_Hs_HostResponse_v1.0,ACOX1,mRNA,0,,,PPAR Signaling,hsa03320;hsa04024;hsa04146,,ACOX1,,,,,
NM_001193321.1:2108,NS_Hs_HostResponse_v1.0,IKBKE,mRNA,0,,,Type I Interferon Signaling;TLR Signaling;RNA Sensing;NLR Signaling;DNA Sensing,hsa04620;hsa04622;hsa04623;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,IKBKE,,,,,
NM_001254751.1:1722,NS_Hs_HostResponse_v1.0,CD6,mRNA,0,,,Lymphocyte Trafficking,hsa04514,T-cells,CD6,,,,,
NM_001278405.1:256,NS_Hs_HostResponse_v1.0,LILRB2,mRNA,0,,,Myeloid Activation;BCR Signaling,hsa04380,,LILRB2,,,,,
NM_001755.2:262,NS_Hs_HostResponse_v1.0,CBFB,mRNA,0,,,Proteotoxic Stress,,,CBFB,,,,,
NM_001775.2:280,NS_Hs_HostResponse_v1.0,CD38,mRNA,0,,,Oxidative Stress Response,hsa04020;hsa04640;hsa04921;hsa04970;hsa05169,,CD38,,,,,
NM_002029.3:542,NS_Hs_HostResponse_v1.0,FPR1,mRNA,0,,,Other Interleukin Signaling;NO Signaling;Myeloid Activation,hsa04015;hsa04080;hsa05150,Neutrophils,FPR1,,,,,
NM_002038.3:410,NS_Hs_HostResponse_v1.0,IFI6,mRNA,0,,,Type I Interferon Signaling,,,IFI6,,,,,
NM_002122.3:382,NS_Hs_HostResponse_v1.0,HLA-DQA,mRNA,0,,,Type II Interferon Signaling;TCR Signaling;T-cell Costimulation;Phagocytosis;MHC Class II Antigen Presentation;Lymphocyte Trafficking,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DQA1,,,,,
NM_002177.1:994,NS_Hs_HostResponse_v1.0,IFNW1,mRNA,0,,,RNA Sensing;JAK-STAT Signaling,hsa04060;hsa04622;hsa04630,,IFNW1,,,,,
NM_002830.3:2476,NS_Hs_HostResponse_v1.0,PTPN4,mRNA,0,,,TLR Signaling;IL-1 Signaling,,,PTPN4,,,,,
NM_003333.3:288,NS_Hs_HostResponse_v1.0,UBA52,mRNA,0,,,TNF Signaling;TLR Signaling;TGF-beta Signaling;TCR Signaling;RNA Sensing;NF-kappaB Signaling;Interferon Response Genes;Glycan Sensing;DNA Sensing;BCR Signaling;ALPK1 Signaling,,,UBA52,,,,,
NM_003855.3:822,NS_Hs_HostResponse_v1.0,IL18R1,mRNA,0,,,TNF Signaling;IL-1 Signaling,hsa04060;hsa04668;hsa05321,,IL18R1,,,,,
NM_004223.4:472,NS_Hs_HostResponse_v1.0,UBE2L6,mRNA,0,,,RNA Sensing;MHC Class I Antigen Presentation;Interferon Response Genes,hsa04120,,UBE2L6,,,,,
NM_004707.3:634,NS_Hs_HostResponse_v1.0,ATG12,mRNA,0,,,RNA Sensing;NLR Signaling;Autophagy,hsa04068;hsa04140;hsa04622,,ATG12,,,,,
NM_004836.5:938,NS_Hs_HostResponse_v1.0,EIF2AK3,mRNA,0,,,Proteotoxic Stress;Apoptosis,hsa04141;hsa04932;hsa05010;hsa05160;hsa05162;hsa05164;hsa05168;hsa05169,,EIF2AK3,,,,,
NM_004843.3:1640,NS_Hs_HostResponse_v1.0,IL27RA,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04630,,IL27RA,,,,,
NM_005040.2:776,NS_Hs_HostResponse_v1.0,PRCP,mRNA,0,,,Myeloid Activation;Coagulation;Angiotensin System,hsa04614,,PRCP,,,,,
NM_005508.4:672,NS_Hs_HostResponse_v1.0,CCR4,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062;hsa05203,,CCR4,,,,,
NM_006472.4:876,NS_Hs_HostResponse_v1.0,TXNIP,mRNA,0,,,Oxidative Stress Response;NLR Signaling;Inflammasomes,,,TXNIP,,,,,
NM_006664.2:130,NS_Hs_HostResponse_v1.0,CCL27,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL27,,,,,
NM_007178.3:630,NS_Hs_HostResponse_v1.0,STRAP,mRNA,0,,,TGF-beta Signaling,,,STRAP,,,,,
NM_013974.1:672,NS_Hs_HostResponse_v1.0,DDAH2,mRNA,0,,,NO Signaling,,,DDAH2,,,,,
NM_017625.2:116,NS_Hs_HostResponse_v1.0,ITLN1,mRNA,0,,,Host Defense Peptides,,,ITLN1,,,,,
NM_021079.3:1206,NS_Hs_HostResponse_v1.0,NMT1,mRNA,1,Housekeeping,,,,,NMT1,,,,,
NM_031282.2:1548,NS_Hs_HostResponse_v1.0,FCRL4,mRNA,0,,,BCR Signaling,,,FCRL4,,,,,
NM_032322.3:1368,NS_Hs_HostResponse_v1.0,RNF135,mRNA,0,,,RNA Sensing,,,RNF135,,,,,
NM_033092.2:800,NS_Hs_HostResponse_v1.0,TRIM5,mRNA,0,,,Type II Interferon Signaling,,,TRIM5,,,,,
NM_058166.4:1294,NS_Hs_HostResponse_v1.0,TRIM6,mRNA,0,,,Type II Interferon Signaling,,,TRIM6,,,,,
NM_145867.1:212,NS_Hs_HostResponse_v1.0,LTC4S,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,hsa00590,,LTC4S,,,,,
NR_026800.2:1682,NS_Hs_HostResponse_v1.0,FAM30A,mRNA,0,,,,,B-cells,FAM30A,,,,,
NM_001547.4:1040,NS_Hs_HostResponse_v1.0,IFIT2,mRNA,0,,,Type I Interferon Signaling,,,IFIT2,,,,,
NM_002185.3:201,NS_Hs_HostResponse_v1.0,IL7R,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04068;hsa04151;hsa04630;hsa04640;hsa05340,,IL7R,,,,,
NM_000575.3:1136,NS_Hs_HostResponse_v1.0,IL1A,mRNA,0,,,IL-1 Signaling,hsa04010;hsa04060;hsa04210;hsa04380;hsa04640;hsa04932;hsa04933;hsa04940;hsa05020;hsa05132;hsa05133;hsa05140;hsa05152;hsa05162;hsa05164;hsa05321;hsa05323;hsa05332,,IL1A,,,,,
NM_003266.3:2535,NS_Hs_HostResponse_v1.0,TLR4,mRNA,0,,,TLR Signaling;NLR Signaling;NF-kappaB Signaling;Myeloid Activation;HIF1A Signaling,hsa04064;hsa04066;hsa04145;hsa04151;hsa04620;hsa05130;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05162;hsa05164;hsa05205;hsa05321;hsa05323,,TLR4,,,,,
NM_001039933.1:615,NS_Hs_HostResponse_v1.0,CD79B,mRNA,0,,,BCR Signaling,hsa04662,,CD79B,,,,,
NM_000478.4:988,NS_Hs_HostResponse_v1.0,ALPL,mRNA,0,,,Myeloid Activation,,,ALPL,,,,,
NM_000758.3:111,NS_Hs_HostResponse_v1.0,CSF2,mRNA,0,,,TNF Signaling;TCR Signaling;NK Activity;Myeloid Activation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa04640;hsa04650;hsa04660;hsa04664;hsa04668;hsa05132;hsa05146;hsa05166;hsa05202;hsa05323,,CSF2,,,,,
NM_021255.2:546,NS_Hs_HostResponse_v1.0,PELI2,mRNA,0,,,TLR Signaling;IL-1 Signaling,,,PELI2,,,,,
NM_133278.2:750,NS_Hs_HostResponse_v1.0,FCAR,mRNA,0,,,Phagocytosis;Oxidative Stress Response;Myeloid Activation,hsa04145;hsa05150,Neutrophils,FCAR,,,,,
NM_173343.1:905,NS_Hs_HostResponse_v1.0,IL1R2,mRNA,0,,,IL-1 Signaling,hsa04010;hsa04060;hsa04640;hsa05146;hsa05166;hsa05202,,IL1R2,,,,,
NM_001010855.3:1112,NS_Hs_HostResponse_v1.0,PIK3R6,mRNA,0,,,Coagulation;Chemokine Signaling,,,PIK3R6,,,,,
NM_000878.3:350,NS_Hs_HostResponse_v1.0,IL2RB,mRNA,0,,,TH2 Differentiation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04144;hsa04151;hsa04630;hsa05162;hsa05166;hsa05202,,IL2RB,,,,,
NM_003331.4:1980,NS_Hs_HostResponse_v1.0,TYK2,mRNA,0,,,Type III Interferon Signaling;Type I Interferon Signaling;Treg Differentiation;TH17 Differentiation;TH1 Differentiation;NLR Signaling;IL-6 Signaling,hsa04380;hsa04630;hsa05145;hsa05160;hsa05162;hsa05164;hsa05168;hsa05169,,TYK2,,,,,
NM_012198.3:525,NS_Hs_HostResponse_v1.0,GCA,mRNA,0,,,Myeloid Activation,,,GCA,,,,,
NM_031409.3:940,NS_Hs_HostResponse_v1.0,CCR6,mRNA,0,,,Host Defense Peptides;Chemokine Signaling,hsa04060;hsa04062,,CCR6,,,,,
NM_001736.3:104,NS_Hs_HostResponse_v1.0,C5AR1,mRNA,0,,,Myeloid Activation;Mononuclear Cell Migration;Complement System,hsa04080;hsa04610;hsa05150,,C5AR1,,,,,
NM_052864.2:2711,NS_Hs_HostResponse_v1.0,TIFA,mRNA,0,,,ALPK1 Signaling,,,TIFA,,,,,
NM_000636.2:201,NS_Hs_HostResponse_v1.0,SOD2,mRNA,0,,,Oxidative Stress Response;Other Interleukin Signaling,hsa04068;hsa04146;hsa04211;hsa04213;hsa05016,,SOD2,,,,,
NM_005564.3:551,NS_Hs_HostResponse_v1.0,LCN2,mRNA,0,,,Other Interleukin Signaling;Myeloid Activation;Host Defense Peptides,,,LCN2,,,,,
NM_001257328.1:394,NS_Hs_HostResponse_v1.0,ARRB2,mRNA,0,,,Coagulation;Chemokine Signaling,hsa04010;hsa04062;hsa04144;hsa04728,,ARRB2,,,,,
NM_001199138.1:2662,NS_Hs_HostResponse_v1.0,NLRC4,mRNA,0,,,NLR Signaling;Inflammasomes,hsa04621;hsa05132;hsa05134,,NLRC4,,,,,
NM_000355.3:1150,NS_Hs_HostResponse_v1.0,TCN2,mRNA,0,,,Myeloid Inflammation,,,TCN2,,,,,
NM_001184879.1:1015,NS_Hs_HostResponse_v1.0,CD84,mRNA,0,,,Myeloid Activation,,Macrophages,CD84,,,,,
NM_014308.3:2395,NS_Hs_HostResponse_v1.0,PIK3R5,mRNA,0,,,Coagulation;Chemokine Signaling,hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3R5,,,,,
NM_138287.3:2185,NS_Hs_HostResponse_v1.0,DTX3L,mRNA,0,,,MHC Class I Antigen Presentation,hsa04330,,DTX3L,,,,,
